camera_link,track_id,user_id,date,time,x_center,y_center,width,height
0,1,,2024-11-29,11:46:52,253.86439514160156,276.7783508300781,504.9823913574219,406.44329833984375
0,1,,2024-11-29,11:46:52,253.98736521881509,276.94529459179773,504.7074796805502,406.1094108164045
0,1,,2024-11-29,11:46:52,253.8026051630987,276.7838066058264,504.20911456185274,406.43238678834723
0,1,,2024-11-29,11:46:53,253.62873067976716,276.65933657717306,503.8628516543708,406.68132684565387
0,1,,2024-11-29,11:46:53,253.37864673447643,276.5644956166506,503.33430114030426,406.8710087666988
0,1,,2024-11-29,11:46:53,253.42064776853476,276.71127684355446,503.6289677864294,406.57744631289114
0,1,,2024-11-29,11:46:53,253.43106008563467,276.3702051659199,503.61411364417535,407.2595896681602
0,1,,2024-11-29,11:46:53,253.47180941617995,276.64600613831425,503.56355832551327,406.70798772337145
0,1,,2024-11-29,11:46:53,253.62737324407172,277.60771512216246,503.62079436383647,404.7845697556751
0,1,,2024-11-29,11:46:53,253.59129625274966,277.695149886401,503.86513548649253,404.609700227198
0,1,,2024-11-29,11:46:53,253.92284250417495,276.4752806566099,505.2337969125468,407.0494386867801
0,1,,2024-11-29,11:46:53,254.52504221687963,274.56542054235643,506.58588820823843,410.86915891528713
0,1,2,2024-11-29,11:46:53,255.3411583653413,274.74010944903756,507.8959105893587,410.5197811019248
0,1,2,2024-11-29,11:46:53,255.77030637278924,273.73014070626726,509.15687760557233,412.5397185874655
0,1,2,2024-11-29,11:46:54,255.8772570767929,272.03931482721646,509.63652150719463,415.92137034556714
0,1,2,2024-11-29,11:46:54,256.0227913768329,270.08038070749376,509.6541330349123,419.8392385850125
0,1,2,2024-11-29,11:46:54,256.09666478165155,269.8293914009217,510.0096612181966,420.34123730328326
0,1,2,2024-11-29,11:46:54,256.09701302384263,270.7862991236914,509.94060418517773,418.4274093557718
0,1,2,2024-11-29,11:46:54,256.1041477067627,271.2863346674992,509.0007141019014,417.4273334478881
0,1,2,2024-11-29,11:46:54,255.7391123652585,269.2307792357095,508.27470420780577,421.53844247538575
0,1,2,2024-11-29,11:46:54,255.11876349023987,268.3394617510132,507.3953588079648,423.3210767557117
0,1,2,2024-11-29,11:46:54,253.91974609505257,268.25545436916275,504.5349298478421,423.48909126525916
0,1,2,2024-11-29,11:46:54,252.4772396620985,269.2240381282583,501.7637676899913,421.5519236602508
0,1,2,2024-11-29,11:46:54,250.01122367286283,270.10739781202767,497.2702214577882,419.7852042696006
0,1,2,2024-11-29,11:46:54,248.25691390926318,270.1528989228386,493.60378269229534,419.69420204801435
0,1,2,2024-11-29,11:46:54,246.45148004921717,270.7615050298031,490.2503807317518,418.47698984167835
0,1,2,2024-11-29,11:46:54,245.65105059177017,271.40777349440475,488.7704335993461,417.18445292244536
0,1,2,2024-11-29,11:46:54,244.752641856031,270.3942233980525,487.1379568572898,419.21157332496034
0,1,2,2024-11-29,11:46:54,244.83326610487612,272.5734434623031,486.65708538209697,414.85312063717186
0,1,2,2024-11-29,11:46:54,245.4526532948021,272.84344053214045,488.39152505028375,414.3131418952498
0,1,2,2024-11-29,11:46:54,246.20168331114337,272.9040148383695,490.1347261325761,414.19197880862777
0,1,2,2024-11-29,11:46:54,248.13560966704327,271.40074765703815,494.1640950631689,417.1985076569329
0,1,2,2024-11-29,11:46:54,249.6579532647957,270.86753265867327,497.2849353797787,418.26493557448447
0,1,2,2024-11-29,11:46:55,252.8442879348274,270.6264005581463,503.4332927527017,418.7471990025897
0,1,2,2024-11-29,11:46:55,255.08999054555983,270.8901592152089,507.4563068902128,418.2197015637672
0,1,2,2024-11-29,11:46:55,257.09862548143013,269.73220484050836,511.28971347524396,420.53559766964065
0,1,2,2024-11-29,11:46:55,259.8828314421542,270.3783579596006,516.6143657649421,419.2432866211266
0,1,2,2024-11-29,11:46:55,262.6698834477775,269.792544276061,522.0292628650084,420.41491216202485
0,1,2,2024-11-29,11:46:55,264.17349250194655,269.081223190572,524.7730730804783,421.8375536621435
