id,time,x,y,camera_id,user_id,track_id,2,1,4
6740,2024-12-27 17:38:18+00:00,331.8930969238281,485.311279296875,1,1,2,False,False,False
6741,2024-12-27 17:38:18+00:00,344.6365966796875,484.4972229003906,1,1,2,False,False,False
6742,2024-12-27 17:38:18+00:00,351.3672180175781,483.8346710205078,1,1,2,False,False,False
6743,2024-12-27 17:38:18+00:00,353.81201171875,483.2130126953125,1,1,2,False,False,False
6744,2024-12-27 17:38:18+00:00,354.7143249511719,482.75453186035156,1,1,2,False,False,False
6745,2024-12-27 17:38:18+00:00,355.8874206542969,482.29432678222656,1,1,2,False,False,False
6746,2024-12-27 17:38:18+00:00,357.4019775390625,481.88665771484375,1,1,2,False,False,False
6747,2024-12-27 17:38:18+00:00,359.6526184082031,481.4893798828125,1,1,2,False,False,False
6748,2024-12-27 17:38:19+00:00,363.1255187988281,481.2244110107422,1,1,2,False,False,False
6749,2024-12-27 17:38:19+00:00,364.376220703125,481.1348876953125,1,1,2,False,False,False
6750,2024-12-27 17:38:19+00:00,365.3212890625,480.96319580078125,1,1,2,False,False,False
6751,2024-12-27 17:38:19+00:00,364.9237976074219,480.8400115966797,1,1,2,False,False,False
6752,2024-12-27 17:38:19+00:00,365.797119140625,480.71250915527344,1,1,2,False,False,False
6753,2024-12-27 17:38:19+00:00,372.5675048828125,480.5307312011719,1,1,2,False,False,False
6754,2024-12-27 17:38:19+00:00,380.5702209472656,479.9533233642578,1,1,2,False,False,False
6755,2024-12-27 17:38:19+00:00,382.8331604003906,480.20896911621094,1,1,2,False,False,False
6756,2024-12-27 17:38:19+00:00,382.6851501464844,480.52703857421875,1,1,2,False,False,False
6757,2024-12-27 17:38:20+00:00,391.1660461425781,479.8748016357422,1,1,2,False,False,False
6758,2024-12-27 17:38:20+00:00,397.69427490234375,479.70361328125,1,1,2,False,False,False
6759,2024-12-27 17:38:20+00:00,409.0417785644531,480.11521911621094,1,1,2,False,False,False
6760,2024-12-27 17:38:20+00:00,415.5828552246094,480.290283203125,1,1,2,False,False,False
6761,2024-12-27 17:38:20+00:00,416.31207275390625,479.7557067871094,1,1,2,False,False,False
6762,2024-12-27 17:38:20+00:00,409.05487060546875,479.4933319091797,1,1,2,False,False,False
6763,2024-12-27 17:38:20+00:00,409.3680419921875,479.1371612548828,1,1,2,True,False,False
6764,2024-12-27 17:38:20+00:00,413.6861572265625,464.1671447753906,1,1,2,True,True,False
6765,2024-12-27 17:38:20+00:00,421.2027282714844,456.3653259277344,1,1,2,True,True,False
6766,2024-12-27 17:38:20+00:00,425.0673522949219,451.9085388183594,1,1,2,True,True,False
6767,2024-12-27 17:38:21+00:00,437.9245300292969,442.6499481201172,1,1,2,True,True,False
6768,2024-12-27 17:38:21+00:00,441.1424560546875,437.5323944091797,1,1,2,True,True,False
6769,2024-12-27 17:38:21+00:00,461.9410400390625,406.83380126953125,1,1,2,True,True,False
6770,2024-12-27 17:38:21+00:00,475.09808349609375,395.43736267089844,1,1,2,True,True,True
6771,2024-12-27 17:38:21+00:00,481.1106872558594,390.8186492919922,1,1,2,True,False,True
6772,2024-12-27 17:38:21+00:00,487.03094482421875,384.43251037597656,1,1,2,True,False,True
6773,2024-12-27 17:38:21+00:00,489.1940612792969,378.52099609375,1,1,2,True,False,True
6774,2024-12-27 17:38:21+00:00,494.60223388671875,360.00445556640625,1,1,2,True,False,True
6775,2024-12-27 17:38:21+00:00,496.8489074707031,354.0140686035156,1,1,2,True,False,True
6776,2024-12-27 17:38:22+00:00,496.714111328125,352.50669860839844,1,1,2,True,False,True
6777,2024-12-27 17:38:22+00:00,497.76055908203125,351.907470703125,1,1,2,True,False,True
6778,2024-12-27 17:38:22+00:00,497.646240234375,346.9141540527344,1,1,2,True,False,True
6779,2024-12-27 17:38:22+00:00,497.2030334472656,343.0833740234375,1,1,2,True,False,True
6780,2024-12-27 17:38:22+00:00,496.8492431640625,338.7858123779297,1,1,2,True,False,True
6781,2024-12-27 17:38:22+00:00,497.5136413574219,338.1308135986328,1,1,2,True,False,True
6782,2024-12-27 17:38:22+00:00,497.8098449707031,336.47564697265625,1,1,2,True,False,True
6783,2024-12-27 17:38:22+00:00,498.0609130859375,334.44837951660156,1,1,2,True,False,True
6784,2024-12-27 17:38:22+00:00,496.8937683105469,334.03216552734375,1,1,2,True,False,True
6785,2024-12-27 17:38:23+00:00,494.76849365234375,334.2025604248047,1,1,2,True,False,True
6786,2024-12-27 17:38:23+00:00,494.09423828125,334.65174865722656,1,1,2,True,False,True
6787,2024-12-27 17:38:23+00:00,490.6497802734375,334.18226623535156,1,1,2,True,False,True
6788,2024-12-27 17:38:23+00:00,487.02008056640625,334.2917785644531,1,1,2,True,False,True
6789,2024-12-27 17:38:23+00:00,472.0265808105469,335.56932067871094,1,1,2,True,False,True
6790,2024-12-27 17:38:23+00:00,462.38330078125,341.0399169921875,1,1,2,True,False,True
6791,2024-12-27 17:38:23+00:00,453.6632385253906,345.8251495361328,1,1,2,True,False,True
6792,2024-12-27 17:38:23+00:00,445.95587158203125,352.73779296875,1,1,2,True,False,True
6793,2024-12-27 17:38:23+00:00,439.3396301269531,355.2640838623047,1,1,2,True,False,True
6794,2024-12-27 17:38:24+00:00,435.8027038574219,355.99993896484375,1,1,2,True,False,True
6795,2024-12-27 17:38:24+00:00,411.121337890625,373.0129852294922,1,1,2,True,False,True
6796,2024-12-27 17:38:24+00:00,407.6135559082031,361.98036193847656,1,1,2,True,False,True
6797,2024-12-27 17:38:24+00:00,385.40374755859375,377.7417755126953,1,1,2,True,False,True
6798,2024-12-27 17:38:24+00:00,376.9342346191406,383.2023468017578,1,1,2,True,True,False
6799,2024-12-27 17:38:24+00:00,364.3563537597656,384.5120544433594,1,1,2,True,True,False
6800,2024-12-27 17:38:24+00:00,342.4988098144531,385.9319152832031,1,1,2,True,True,False
6801,2024-12-27 17:38:24+00:00,318.5484313964844,386.4359893798828,1,1,2,True,True,False
6802,2024-12-27 17:38:24+00:00,304.4841003417969,385.4917907714844,1,1,2,True,True,False
6803,2024-12-27 17:38:25+00:00,296.76922607421875,384.24114990234375,1,1,2,True,True,False
6804,2024-12-27 17:38:25+00:00,283.5614318847656,362.56097412109375,1,1,2,True,True,False
6805,2024-12-27 17:38:25+00:00,271.4748229980469,366.84974670410156,1,1,2,True,True,False
6806,2024-12-27 17:38:25+00:00,255.43359375,358.2630920410156,1,1,2,True,True,False
6807,2024-12-27 17:38:25+00:00,233.50909423828125,353.7897186279297,1,1,2,True,True,False
6808,2024-12-27 17:38:25+00:00,223.45425415039062,351.8983917236328,1,1,2,True,True,False
6809,2024-12-27 17:38:25+00:00,217.85755920410156,350.2490539550781,1,1,2,True,True,False
6810,2024-12-27 17:38:25+00:00,208.69789123535156,349.2560577392578,1,1,2,True,True,False
6811,2024-12-27 17:38:25+00:00,192.56051635742188,349.74046325683594,1,1,2,True,True,False
6812,2024-12-27 17:38:26+00:00,178.9369354248047,349.5946502685547,1,1,2,False,False,False
6813,2024-12-27 17:38:26+00:00,172.67355346679688,350.3937530517578,1,1,2,False,False,False
6814,2024-12-27 17:38:26+00:00,167.77528381347656,351.3106231689453,1,1,2,False,False,False
6815,2024-12-27 17:38:26+00:00,166.65652465820312,355.88421630859375,1,1,2,False,False,False
6816,2024-12-27 17:38:26+00:00,167.13938903808594,366.68963623046875,1,1,2,False,False,False
6817,2024-12-27 17:38:26+00:00,166.48794555664062,372.3300018310547,1,1,2,False,False,False
6818,2024-12-27 17:38:26+00:00,169.46343994140625,374.1757507324219,1,1,2,False,False,False
6819,2024-12-27 17:38:26+00:00,173.00840759277344,376.7156677246094,1,1,2,False,False,False
6820,2024-12-27 17:38:26+00:00,179.00001525878906,378.8853454589844,1,1,2,False,False,False
6821,2024-12-27 17:38:26+00:00,190.2535858154297,380.7123260498047,1,1,2,True,True,False
6822,2024-12-27 17:38:27+00:00,205.3472900390625,381.79933166503906,1,1,2,True,True,False
6823,2024-12-27 17:38:27+00:00,221.11373901367188,398.7271728515625,1,1,2,True,True,False
6824,2024-12-27 17:38:27+00:00,236.82162475585938,403.12486267089844,1,1,2,True,True,False
6825,2024-12-27 17:38:27+00:00,247.1077880859375,404.0089111328125,1,1,2,True,True,False
6826,2024-12-27 17:38:27+00:00,253.32093811035156,406.1860809326172,1,1,2,True,True,False
6827,2024-12-27 17:38:27+00:00,266.8011779785156,407.98939514160156,1,1,2,True,True,False
6828,2024-12-27 17:38:27+00:00,290.7207336425781,408.33702087402344,1,1,2,True,True,False
6829,2024-12-27 17:38:27+00:00,310.418212890625,408.9041442871094,1,1,2,True,True,False
6830,2024-12-27 17:38:27+00:00,327.8700866699219,408.92689514160156,1,1,2,True,True,False
6831,2024-12-27 17:38:28+00:00,334.8080139160156,408.3470916748047,1,1,2,True,True,False
6832,2024-12-27 17:38:28+00:00,346.8448181152344,407.7480163574219,1,1,2,True,True,False
6833,2024-12-27 17:38:28+00:00,358.04486083984375,397.01922607421875,1,1,2,True,True,False
6834,2024-12-27 17:38:28+00:00,387.5019226074219,399.6785430908203,1,1,2,True,False,False
6835,2024-12-27 17:38:28+00:00,407.4067687988281,391.8970184326172,1,1,2,True,False,True
6836,2024-12-27 17:38:28+00:00,418.8481140136719,389.7683868408203,1,1,2,True,False,True
6837,2024-12-27 17:38:28+00:00,430.17474365234375,389.04075622558594,1,1,2,True,False,True
6838,2024-12-27 17:38:28+00:00,443.908203125,377.7565155029297,1,1,2,True,False,True
6839,2024-12-27 17:38:28+00:00,455.4522705078125,372.7357482910156,1,1,2,True,False,True
6840,2024-12-27 17:38:29+00:00,463.29046630859375,371.33778381347656,1,1,2,True,False,True
6841,2024-12-27 17:38:29+00:00,468.31689453125,370.5445251464844,1,1,2,True,False,True
6842,2024-12-27 17:38:29+00:00,475.28216552734375,370.8592071533203,1,1,2,True,False,True
6843,2024-12-27 17:38:29+00:00,472.8379821777344,361.3788299560547,1,1,2,True,False,True
6844,2024-12-27 17:38:29+00:00,469.77197265625,345.91949462890625,1,1,2,True,False,True
6845,2024-12-27 17:38:29+00:00,464.14471435546875,331.91790771484375,1,1,2,True,False,True
6846,2024-12-27 17:38:29+00:00,458.7427062988281,326.96971130371094,1,1,2,True,False,True
6847,2024-12-27 17:38:29+00:00,454.74951171875,325.6391143798828,1,1,2,True,False,True
6848,2024-12-27 17:38:29+00:00,449.6639404296875,324.7928161621094,1,1,2,True,False,True
6849,2024-12-27 17:38:30+00:00,438.47430419921875,321.25376892089844,1,1,2,True,False,True
6850,2024-12-27 17:38:30+00:00,428.63470458984375,313.8282928466797,1,1,2,True,False,True
6851,2024-12-27 17:38:30+00:00,419.8651428222656,299.54518127441406,1,1,2,False,False,True
6852,2024-12-27 17:38:30+00:00,413.97589111328125,288.4729461669922,1,1,2,False,False,True
6853,2024-12-27 17:38:30+00:00,406.02471923828125,283.9987564086914,1,1,2,False,False,True
6854,2024-12-27 17:38:30+00:00,394.6441955566406,284.90120697021484,1,1,2,False,False,True
6855,2024-12-27 17:38:30+00:00,382.2520446777344,284.4664077758789,1,1,2,False,False,True
6856,2024-12-27 17:38:30+00:00,373.87060546875,282.1360092163086,1,1,2,False,False,True
6857,2024-12-27 17:38:30+00:00,370.9183044433594,279.32373809814453,1,1,2,False,False,True
7584,2024-12-27 18:23:15+00:00,347.3545227050781,485.33360290527344,1,1,19,False,False,False
7590,2024-12-27 18:23:17+00:00,346.45245361328125,484.6049041748047,1,1,19,False,False,False
7593,2024-12-27 18:23:18+00:00,281.7286376953125,482.4129638671875,1,1,19,False,False,False
7596,2024-12-27 18:23:18+00:00,261.77825927734375,432.5647277832031,1,1,19,True,True,False
7599,2024-12-27 18:23:19+00:00,262.94580078125,371.62213134765625,1,1,19,True,True,False
7602,2024-12-27 18:23:21+00:00,262.4432678222656,326.6158752441406,1,1,19,True,False,False
7605,2024-12-27 18:23:21+00:00,265.3197937011719,317.57584381103516,1,1,19,True,False,False
7607,2024-12-27 18:23:22+00:00,267.8194580078125,316.4464874267578,1,1,19,True,False,False
